country,student_id,reading_score,math_score,science_score,socioeconomic_status,gender,school_type
Finland,FIN_0000,544.8357076505616,532.3954634355848,559.1459842145312,-1.375925438230254,Male,Public
Finland,FIN_0001,596.1514928204012,429.3970410640455,507.82384587664575,-1.4285327283122369,Male,Public
Finland,FIN_0002,490.95609329882427,511.11566060520187,504.2878925410636,0.09902572652895136,Female,Public
Finland,FIN_0003,473.79585811264474,405.84918017191876,557.1548551267159,-1.8133373471455383,Female,Public
Finland,FIN_0004,593.2824384460777,527.5823034732406,533.0387692109566,0.36965827544816987,Male,Private
Finland,FIN_0005,448.76259068932717,511.1182431878495,616.0747072111643,-1.9469401553605339,Male,Private
Finland,FIN_0006,489.9873074947044,592.1091901575651,543.0965300567982,-0.2393900250415948,Male,Public
Finland,FIN_0007,488.22201298626806,519.7505982261052,546.9004085228312,-0.43575756970703683,Female,Public
Finland,FIN_0008,530.4431797502377,432.21814318661234,470.2316277995706,1.8783385110582342,Female,Public
Finland,FIN_0009,529.8430617934562,578.4119417732447,522.2767024148112,0.9090879834256835,Male,Public
Finland,FIN_0010,469.5457328567446,452.9188182554712,564.8165187575157,-0.5729866932256429,Female,Public
Finland,FIN_0011,493.092916916852,487.5834715930924,482.84582288381836,-1.33893224374799,Male,Private
Finland,FIN_0012,486.1538999847021,573.6421958862477,576.3949785123178,1.085081386743783,Male,Private
Finland,FIN_0013,566.5640059558099,576.4256482490484,540.8504973164208,1.4001543111591972,Female,Public
Finland,FIN_0014,511.1133939364672,517.4289180222535,583.0872355115315,0.5502298854208525,Male,Public
Finland,FIN_0015,475.08960302721607,557.9764873183508,526.349647062859,1.3956552970643354,Male,Public
Finland,FIN_0016,518.2086980445024,626.0554010697704,412.11147031596147,-1.8983234930236192,Male,Public
Finland,FIN_0017,561.0951252187612,536.7100504986082,573.2528194888259,0.2531022879055347,Female,Private
Finland,FIN_0018,493.27917731632476,457.77203710521155,494.4833752085936,-1.692080360684828,Male,Public
Finland,FIN_0019,557.1855641885613,556.1182585105065,570.3483672669926,-0.817465256649144,Male,Private
Finland,FIN_0020,493.51198981164805,568.2297088212346,534.3684897206618,1.2297606206562501,Female,Public
Finland,FIN_0021,568.4322495266445,525.7998360805013,550.7430026939132,0.5907604821654493,Male,Private
Finland,FIN_0022,387.2411976218265,559.0034869138822,512.2017596788868,-0.6495393143854882,Male,Public
Finland,FIN_0023,505.5431571765029,556.5727540522299,464.36673855559593,-0.38465531576783674,Female,Private
Finland,FIN_0024,424.06143923504794,538.5417368502931,532.7103594473461,-1.7940849950000426,Male,Public
Finland,FIN_0025,643.1621056242643,618.8433518009456,577.9607168847187,0.12373833326854555,Female,Private
Finland,FIN_0026,558.3648419353202,476.7614082378103,495.1098752319375,0.9128653944474383,Female,Public
Finland,FIN_0027,558.6570427944624,537.502853959224,539.7621526773054,1.2657274928775357,Female,Private
Finland,FIN_0028,470.4731837434656,508.85362487184756,534.4843114289439,0.7102574473691297,Male,Public
Finland,FIN_0029,494.82621729419003,510.5111944901538,579.3437985422697,-1.615293795634317,Male,Public
Finland,FIN_0030,551.0274107980867,531.1484442725315,512.5281020460524,-1.5461059150376437,Male,Public
Finland,FIN_0031,475.72438130855755,483.4759024751331,563.3558285770348,-1.3001802916162553,Female,Public
Finland,FIN_0032,439.6258382719386,550.1548622192768,541.694725741179,-0.6438808358051973,Male,Public
Finland,FIN_0033,559.0911435888655,545.9791489795062,534.7593641162492,-0.38196749151123965,Male,Public
Finland,FIN_0034,531.3144134749438,586.6070787917151,537.8674855396162,0.767580790770773,Female,Private
Finland,FIN_0035,459.15725538203804,466.8459263966868,528.8620568492993,-0.5341248616685603,Female,Private
Finland,FIN_0036,561.1030079997245,644.3236140459671,518.9575347798708,-0.9391905292730982,Female,Public
Finland,FIN_0037,482.3131917821255,539.3706103891649,548.6009339430641,1.624395150874216,Male,Public
Finland,FIN_0038,656.7211079530871,545.1570986583571,466.7117629768303,0.8898084610460213,Male,Public
Finland,FIN_0039,518.2735171952596,539.3629174119903,538.5769417301535,-0.8817586328129656,Female,Public
Finland,FIN_0040,543.6618812286772,535.994409803872,491.89428268692177,1.4045466860674276,Female,Public
Finland,FIN_0041,444.25763876570676,466.222807612961,457.02374205754325,1.3768525629052455,Male,Public
Finland,FIN_0042,531.5476861472566,495.50847097353017,577.5840578988069,0.9630744710168178,Male,Public
Finland,FIN_0043,522.5680429739817,564.7375721168803,610.0515954748682,-0.8139594254088061,Female,Private
Finland,FIN_0044,545.7523843153024,751.9002319860097,555.6900729811925,0.8078675090308134,Female,Public
Finland,FIN_0045,576.7782820090299,454.1693610159502,620.0156640097747,0.6881045411807976,Male,Public
Finland,FIN_0046,430.5751747509752,559.6517498065149,511.3460687574549,-1.8506072450031423,Female,Public
Finland,FIN_0047,524.0099356270407,430.46542174077223,549.1711640075301,1.3114760151503546,Female,Public
Finland,FIN_0048,483.48166841414314,551.9052224270087,532.0507327956716,0.16254048644042607,Male,Public
Finland,FIN_0049,487.4199826197091,468.06471351818436,440.4230202690186,0.9761705719964615,Female,Public
Finland,FIN_0050,481.40904611216223,631.3715951834484,514.9588808982335,-0.9990284073416187,Female,Public
Finland,FIN_0051,504.10765467447084,554.9083961808245,631.0162972704753,0.6284453140006674,Male,Public
Finland,FIN_0052,444.03150170229935,513.3671259923561,587.0110017133981,-1.9424260454809765,Female,Public
Finland,FIN_0053,484.61652671906097,524.5639818562548,502.82108362260135,1.9180421144860342,Male,Public
Finland,FIN_0054,519.0278929550226,488.7074588891405,471.7275886484063,-0.26459340304810786,Male,Public
Finland,FIN_0055,514.7440747626794,540.0997486157072,564.0170876806244,0.15750979360025008,Male,Public
Finland,FIN_0056,529.9529847786735,506.9880717562663,533.1410938245508,1.7609209656998304,Female,Public
Finland,FIN_0057,500.73432015691196,483.1078703932873,539.1927323900597,1.244816706944012,Male,Private
Finland,FIN_0058,541.9663570051717,534.0326161290068,508.11052552764374,-0.7240974788249548,Female,Public
Finland,FIN_0059,530.379913064286,471.89730318684076,492.8906902557017,-0.015850182826375292,Female,Public
Finland,FIN_0060,564.9799937716625,556.9014736482135,566.5787953477532,-0.8718617097147741,Female,Public
Finland,FIN_0061,551.4814420961806,642.8733143798535,605.9607664566012,0.9265910211985608,Female,Public
Finland,FIN_0062,486.5398635909394,603.9065524760726,599.8786899127697,1.0181714963387294,Male,Public
Finland,FIN_0063,498.02410622628616,522.0714772460182,676.4293306739423,-0.44152765512318615,Male,Private
Finland,FIN_0064,536.2083176244221,532.8421320097774,534.3648184246723,0.5273488486791971,Male,Public
Finland,FIN_0065,549.7578512718457,601.7947979930334,626.444233465125,-1.1490884199030842,Male,Public
Finland,FIN_0066,485.04267109540416,539.5150624564806,435.9492013116374,1.550816731033199,Male,Public
Finland,FIN_0067,608.5215758283359,544.9539922839914,533.7228696110216,1.3539230550559402,Female,Public
Finland,FIN_0068,496.44808471908385,552.76274655467,464.8362046326204,1.2511982690300103,Male,Private
Finland,FIN_0069,449.62681128117225,444.11931140335327,578.1265078418392,0.8327247823327992,Male,Public
Finland,FIN_0070,418.14620325139305,626.351775429847,516.3954091065661,-0.12535743202349492,Female,Public
Finland,FIN_0071,519.7718585504851,575.6156959957542,554.1211940707186,0.9768466277731918,Male,Public
Finland,FIN_0072,514.5619925771571,562.0941447154418,561.056479627,-1.1056166459221894,Female,Private
Finland,FIN_0073,499.93897640570816,542.5084311959077,547.5130809265042,-0.7092544468896653,Female,Public
Finland,FIN_0074,543.6813693863783,542.9892817866214,632.4092583905242,0.7829947559384687,Male,Private
Finland,FIN_0075,540.3113342524964,490.65200177512816,598.6623480762873,0.9484028233720769,Male,Public
Finland,FIN_0076,629.4901466608836,495.5435943054667,492.21251710186505,-0.14520638024007138,Female,Public
Finland,FIN_0077,490.0303677277989,496.0970630082657,469.796982928623,-0.9602005485829492,Male,Public
Finland,FIN_0078,424.36467414678907,559.9362052342916,555.7106379647055,-1.3495322426204348,Female,Public
Finland,FIN_0079,568.5261910006606,533.2466187963366,559.2001958564098,0.32465048472330515,Male,Public
Finland,FIN_0080,578.9720060360644,514.1953391342413,452.9089461909105,1.8796575912584128,Male,Public
Finland,FIN_0081,587.6936187082706,552.0275700751878,508.2030938613813,0.13738510011785232,Male,Private
Finland,FIN_0082,595.8116661466948,557.1852164603871,515.9139331302601,-1.48336233939402,Male,Public
Finland,FIN_0083,440.04382637312585,558.3245312161904,518.3944025955406,1.0279965286889148,Female,Public
Finland,FIN_0084,536.6157005989796,498.83324048938954,599.8018388985136,0.08065400444797355,Female,Private
Finland,FIN_0085,525.783731714643,562.7542039973641,590.3939826937661,-0.07981613192609949,Male,Public
Finland,FIN_0086,594.4522586942239,588.2803842664063,510.48573529526686,-1.9418213373284723,Female,Public
Finland,FIN_0087,502.88456806878,585.2843883953431,622.360373378547,-1.6359916357946789,Female,Public
Finland,FIN_0088,595.1178526048014,544.0752129230876,603.2876995507081,1.4494548349869807,Male,Public
